CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
A416,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),GENERAL LISTINGS,Not applicable,Repeat consultation,105.25,,,
A418,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),GENERAL LISTINGS,Not applicable,Partial assessment,38.05,,,
A425,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),GENERAL LISTINGS,Comprehensive physical medicine and rehabilitation consultation,Comprehensive physical medicine and rehabilitation consultation,310.45,,,
A435,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),GENERAL LISTINGS,Comprehensive internal medicine consultation,Limited consultation,105.25,,,
A441,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,Not applicable,Complex medical specific re-assessment,70.9,,,
A443,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,Not applicable,Medical specific assessment,79.85,,,
A444,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,Not applicable,Medical specific re-assessment,61.25,,,
A445,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,Not applicable,Consultation,166.5,,,
A446,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,Not applicable,Repeat consultation,105.25,,,
A448,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,Not applicable,Partial assessment,38.05,,,
A460,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),GENERAL LISTINGS,Comprehensive infectious disease consultation,Comprehensive infectious disease consultation,310.45,,,
A461,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),GENERAL LISTINGS,Comprehensive infectious disease consultation,Complex medical specific re-assessment,83.85,,,
A463,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),GENERAL LISTINGS,Comprehensive infectious disease consultation,Medical specific assessment,94.4,,,
A464,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),GENERAL LISTINGS,Comprehensive infectious disease consultation,Medical specific re-assessment,72.45,,,
A465,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),GENERAL LISTINGS,Not applicable,Consultation,181.65,,,
A466,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),GENERAL LISTINGS,Comprehensive infectious disease consultation,Repeat consultation,109.4,,,
A468,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),GENERAL LISTINGS,Comprehensive infectious disease consultation,Partial assessment,45,,,
A470,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Comprehensive respiratory disease consultation,Comprehensive respiratory disease consultation,310.45,,,
A471,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Comprehensive respiratory disease consultation,Complex medical specific re-assessment,76.3,,,
A473,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Comprehensive respiratory disease consultation,Medical specific assessment,87.6,,,
A474,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Comprehensive respiratory disease consultation,Medical specific re-assessment,65.9,,,
A475,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Not applicable,Consultation,175.55,,,
A476,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Comprehensive respiratory disease consultation,Repeat consultation,108.95,,,
A478,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Comprehensive respiratory disease consultation,Partial assessment,39.6,,,
A480,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Complex rheumatology assessment ,Complex rheumatology assessment,93.75,,,
A481,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Comprehensive rheumatology consultation,Complex medical specific re-assessment,73.8,,,
A483,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Comprehensive rheumatology consultation,Medical specific assessment,83.1,,,
A484,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Comprehensive rheumatology consultation,Medical specific re-assessment,63.7,,,
A485,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Not applicable,Consultation,177.8,,,
A486,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Comprehensive rheumatology consultation,Repeat consultation,109.9,,,
A488,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Comprehensive rheumatology consultation,Partial assessment,39.25,,,
A510,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),GENERAL LISTINGS,Complex neuromuscular assessment,Complex neuromuscular assessment,93.7,,,
A511,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),GENERAL LISTINGS,Complex physiatry assessment,Complex physiatry assessment,102.55,,,
A515,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),GENERAL LISTINGS,Comprehensive physical medicine and rehabilitation consultation,Limited consultation,95.25,,,
A525,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),GENERAL LISTINGS,Not applicable,Limited consultation,105.25,,,
A545,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),GENERAL LISTINGS,Not applicable,Limited consultation,105.25,,,
A565,CONSULTATIONS AND VISITS,PAEDIATRICS(26),GENERAL LISTINGS,Prenatal consultation,Limited consultation,91.35,,,
A570,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Complex respiratory assessment,Complex respiratory assessment,93,,,
A575,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Comprehensive respiratory disease consultation,Limited consultation,108.95,,,
A585,CONSULTATIONS AND VISITS,LABORATORY MEDICINE(28),GENERAL LISTINGS,Diagnostic consultation,Diagnostic consultation,73.3,,,
A586,CONSULTATIONS AND VISITS,LABORATORY MEDICINE(28),GENERAL LISTINGS,Not applicable,Repeat consultation,71.2,,,
A590,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Comprehensive rheumatology consultation,Comprehensive rheumatology consultation,310.45,,,
A595,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Comprehensive rheumatology consultation,Limited consultation,109.35,,,
A600,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Comprehensive  cardiology  consultation,Comprehensive cardiology consultation,310.45,,,
A601,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Comprehensive  cardiology  consultation,Complex medical specific re-assessment,70.9,,,
A603,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Comprehensive  cardiology  consultation,Medical specific assessment,81.55,,,
A604,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Comprehensive  cardiology  consultation,Medical specific re-assessment,61.25,,,
A605,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Not applicable,Consultation,161.65,,,
A606,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Comprehensive  cardiology  consultation,Repeat consultation,105.25,,,
A608,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Comprehensive  cardiology  consultation,Partial assessment,38.05,,,
A611,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),GENERAL LISTINGS,Not applicable,Complex medical specific re-assessment,76.2,,,
A613,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),GENERAL LISTINGS,Not applicable,Medical specific assessment,85.8,,,
A614,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),GENERAL LISTINGS,Not applicable,Medical specific re-assessment,65.85,,,
A615,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),GENERAL LISTINGS,Not applicable,Consultation,172,,,
A616,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),GENERAL LISTINGS,Not applicable,Repeat consultation,105.25,,,
A618,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),GENERAL LISTINGS,Not applicable,Partial assessment,38.05,,,
A621,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),GENERAL LISTINGS,Not applicable,Complex medical specific re-assessment,71.8,,,
A623,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),GENERAL LISTINGS,Not applicable,Medical specific assessment,80.9,,,
A624,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),GENERAL LISTINGS,Not applicable,Medical specific re-assessment,62.05,,,
A625,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),GENERAL LISTINGS,Not applicable,Consultation,159,,,
A626,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),GENERAL LISTINGS,Not applicable,Repeat consultation,105.25,,,
A628,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),GENERAL LISTINGS,Not applicable,Partial assessment,38.55,,,
A631,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),GENERAL LISTINGS,Minor assessment,Minor assessment,17.75,,,
A632,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),GENERAL LISTINGS,Minor assessment,Minor assessment,17.75,,,
A633,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),GENERAL LISTINGS,Diagnostic consultation,Specific assessment,60,,,
A635,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),GENERAL LISTINGS,Not applicable,Consultation,157,,,
A636,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),GENERAL LISTINGS,Diagnostic consultation,Repeat consultation,70,,,
A638,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),GENERAL LISTINGS,Diagnostic consultation,Partial assessment,40,,,
A643,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),GENERAL LISTINGS,Not applicable,Specific assessment,44.4,,,
A644,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),GENERAL LISTINGS,Not applicable,Partial assessment,24.1,,,
A645,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),GENERAL LISTINGS,Not applicable,Consultation,98.55,,,
A646,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),GENERAL LISTINGS,Not applicable,Repeat consultation,60,,,
A655,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),GENERAL LISTINGS,Not applicable,Limited consultation,105.25,,,
A661,CONSULTATIONS AND VISITS,PAEDIATRICS(26),GENERAL LISTINGS,Prenatal consultation,Complex medical specific re-assessment,74.75,,,
A662,CONSULTATIONS AND VISITS,PAEDIATRICS(26),GENERAL LISTINGS,Extended special paediatric consultation,Extended special paediatric consultation,401.3,,,
A665,CONSULTATIONS AND VISITS,PAEDIATRICS(26),GENERAL LISTINGS,Prenatal consultation,Prenatal consultation,100.55,,,
A667,CONSULTATIONS AND VISITS,PAEDIATRICS(26),GENERAL LISTINGS,Neurodevelopmental consultation,Neurodevelopmental consultation,401.3,,,
A675,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Comprehensive  cardiology  consultation,Limited consultation,105.25,,,
A680,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),CLINICAL INTERPRETATION BY AN IMMUNOLOGIST,Addiction medicine – initial assessment – substance abuse,Initial assessment – substance abuse,144.75,,,
A682,CONSULTATIONS AND VISITS,NEUROLOGY(18),GENERAL LISTINGS ,Extended special neurology consultation,Extended special neurology consultation,401.3,,,
A695,CONSULTATIONS AND VISITS,PSYCHIATRY(19),GENERAL LISTINGS,Neurodevelopmental consultation,Neurodevelopmental consultation,414.35,,,
A710,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),GENERAL LISTINGS,Comprehensive critical care medicine consultation,Comprehensive critical care medicine consultation,310.45,,,
A713,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),GENERAL LISTINGS,Comprehensive critical care medicine consultation,Medical specific assessment,87.6,,,
A715,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),GENERAL LISTINGS,Not applicable,Consultation,175.55,,,
A735,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),GENERAL LISTINGS,Diagnostic consultation,Diagnostic consultation,67.4,,,
A745,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY(34),GENERAL LISTINGS,Not applicable,Limited consultation,102.9,,,
A760,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),GENERAL LISTINGS,Complex endocrine neoplastic disease assessment,Complex endocrine neoplastic disease assessment,90.75,,,
A765,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,NEPHROLOGY(16),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY(34),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
A765,CONSULTATIONS AND VISITS,CARDIOLOGY(60),GENERAL  LISTINGS,Not applicable,"Consultation, patient 16 years of age and under  ",165.5,,,
A765,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under  ",165.5,,,
A765,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),GENERAL LISTINGS,Not applicable,"Consultation, patient 16 years of age and under  ",165.5,,,
A770,CONSULTATIONS AND VISITS,GERIATRICS(07),GENERAL LISTINGS,Not applicable,Extended comprehensive geriatric consultation,401.3,,,
A771,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Certification of death,Certification of death,20.6,,,
A772,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Certification of stillbirth,Certification of stillbirth,20.6,,,
A775,CONSULTATIONS AND VISITS,GERIATRICS(07),GENERAL LISTINGS,Not applicable,Comprehensive geriatric consultation,310.45,,,
A777,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,,Intermediate assessment - Pronouncement of death,37.95,,,
A795,CONSULTATIONS AND VISITS,PSYCHIATRY(19),GENERAL LISTINGS,Geriatric psychiatric consultation,Geriatric psychiatric consultation,310.45,,,
A800,CONSULTATIONS AND VISITS,GENETICS(22),GENERAL LISTINGS,Genetic assessment,Midwife or Aboriginal Midwife-requested genetic assessment,167.35,,,
A801,CONSULTATIONS AND VISITS,GENETICS(22),GENERAL LISTINGS,Genetic assessment,Comprehensive midwife or aboriginal midwife-requested genetic assessment,300.7,,,
A802,CONSULTATIONS AND VISITS,GENETICS(22),GENERAL LISTINGS,Genetic assessment,Extended midwife or aboriginal midwife-requested genetic assessment,401.3,,,
A813,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Midwife or Aboriginal Midwife-Requested Assessment (MAMRA),Midwife or  Aboriginal Midwife-Requested  Assessment (MAMRA),111.7,,,
A814,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,Not applicable,Midwife or Aboriginal Midwife-Requested Assessment (MAMRA) by Video,Midwife or Aboriginal Midwife-Requested Assessment (MAMRA) by Video,111.7,,,
A815,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Midwife or Aboriginal Midwife-Requested Special Assessment (MAMRSA),Midwife or Aboriginal Midwife-Requested Special Assessment (MAMRSA),186.95,,,
A816,CONSULTATIONS AND VISITS,ANAESTHESIA(01),SPECIAL ANAESTHETIC CONSULTATION,Midwife or Aboriginal Midwife-Requested Anaesthesia Assessment (MAMRAA),Midwife or Aboriginal Midwife-Requested Anaesthesia Assessment (MAMRAA),106.8,,,
A817,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,Not applicable,Midwife or Aboriginal Midwife-Requested Special Assessment (MAMRSA) by Video,Midwife or Aboriginal Midwife-Requested Special Assessment (MAMRSA) by Video,186.95,,,
A818,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,Not applicable,Midwife or Aboriginal Midwife-Requested Anaesthesia Assessment (MAMRAA) by Video,Midwife or Aboriginal Midwife-Requested Anaesthesia Assessment (MAMRAA) by Video,106.8,,,
A835,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),GENERAL LISTINGS,Comprehensive nuclear medicine consultation,Comprehensive nuclear medicine consultation,310.45,,,
A845,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,Not applicable,Limited consultation,105.25,,,
A865,CONSULTATIONS AND VISITS,NEPHROLOGY(16),GENERAL LISTINGS,Comprehensive nephrology consultation,Limited consultation,105.25,,,
A888,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Emergency department equivalent - partial assessment,Emergency department equivalent - partial assessment,37.95,,,
A895,CONSULTATIONS AND VISITS,PSYCHIATRY(19),GENERAL LISTINGS,Not applicable,"Consultation in association with special visit to a hospital in-patient, long-term care in-patient or emergency department patient",259.9,,,
A900,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Complex house call assessment,Complex house call assessment,54.5,,,
A902,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,House call assessment - Pronouncement of death in the home,House call assessment - Pronouncement of death in the home,54.5,,,
A905,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Special palliative care consultation,Limited consultation,73.25,,,
A906,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,GENERAL LISTINGS,Focused practice limited consultation by Video,GP focused practice limited consultation by Video,73.25,,,
A911,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Special family and general practice consultation,Special family and general practice consultation,150.7,,,
A912,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Comprehensive family and general practice consultation,Comprehensive family and general practice consultation,226.05,,,
A913,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,GENERAL LISTINGS,Focused practice special consultation by Video,GP focused practice special consultation by Video,150.7,,,
A914,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,GENERAL LISTINGS,Focused practice comprehensive consultation by Video,GP focused practice comprehensive consultation by Video,226.05,,,
A915,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),GENERAL LISTINGS,Comprehensive critical care medicine consultation,Limited consultation,108.95,,,
A917,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Focused practice assessment (FPA),Sport medicine FPA,37.95,,,
A920,OBSTERICS,PRENATAL CARE,Not applicable,Medical management of early pregnancy - initial service,Medical management of early pregnancy initial service,161.15,,,
A921,OBSTERICS,PRENATAL CARE,Not applicable,Medical management of early or ectopic pregnancy - follow-up visit,Medical management of early or ectopic pregnancy follow-up visit,36.85,,,
A922,OBSTERICS,PRENATAL CARE,Not applicable,Medical management of ectopic pregnancy – initial service,Medical management of ectopic pregnancy initial service,207.8,,,
A927,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),GENERAL LISTINGS,Focused practice assessment (FPA),Allergy FPA,37.95,,,
