Billing Code,Category,Sub Category,Sub Category 2,Description,Provider Fee,Assistant Fee,Specialist Fee,Anaesthetist fee,Non- Anaesthetist fee,,,,,,,,,,,,,,,,
A460,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE (46),Comprehensive infectious disease consultation,,,,,,,,,,,,,,,,,,,,,,
A461,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE (46),Comprehensive infectious disease consultation,,,,,,,,,,,,,,,,,,,,,,
A463,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE (46),Comprehensive infectious disease consultation,,,,,,,,,,,,,,,,,,,,,,
A464,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE (46),Comprehensive infectious disease consultation,,,,,,,,,,,,,,,,,,,,,,
A465,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE (46),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A466,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE (46),Comprehensive infectious disease consultation,,,,,,,,,,,,,,,,,,,,,,
A468,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE (46),Comprehensive infectious disease consultation,,,,,,,,,,,,,,,,,,,,,,
A470,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),Comprehensive respiratory disease consultation,,,,,,,,,,,,,,,,,,,,,,
A471,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),Comprehensive respiratory disease consultation,,,,,,,,,,,,,,,,,,,,,,
A473,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),Comprehensive respiratory disease consultation,,,,,,,,,,,,,,,,,,,,,,
A474,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),Comprehensive respiratory disease consultation,,,,,,,,,,,,,,,,,,,,,,
A475,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A476,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),Comprehensive respiratory disease consultation,,,,,,,,,,,,,,,,,,,,,,
A478,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),Comprehensive respiratory disease consultation,,,,,,,,,,,,,,,,,,,,,,
A480,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),Complex rheumatology assessment,,,,,,,,,,,,,,,,,,,,,,
A481,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),Comprehensive rheumatology consultation,,,,,,,,,,,,,,,,,,,,,,
A483,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),Comprehensive rheumatology consultation,,,,,,,,,,,,,,,,,,,,,,
A484,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),Comprehensive rheumatology consultation,,,,,,,,,,,,,,,,,,,,,,
A485,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A486,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),Comprehensive rheumatology consultation,,,,,,,,,,,,,,,,,,,,,,
A488,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),Comprehensive rheumatology consultation,,,,,,,,,,,,,,,,,,,,,,
A510,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION (31),Complex neuromuscular assessment,,,,,,,,,,,,,,,,,,,,,,
A511,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION (31),Complex physiatry assessment,,,,,,,,,,,,,,,,,,,,,,
A515,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION (31),Comprehensive physical medicine and rehabilitation consultation,,,,,,,,,,,,,,,,,,,,,,
A525,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY (62),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A545,CONSULTATIONS AND VISITS,GASTROENTEROLOGY (41),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A565,CONSULTATIONS AND VISITS,PAEDIATRICS (26),Prenatal consultation,,,,,,,,,,,,,,,,,,,,,,
A570,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),Complex respiratory assessment,,,,,,,,,,,,,,,,,,,,,,
A575,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),Comprehensive respiratory disease consultation,,,,,,,,,,,,,,,,,,,,,,
A585,CONSULTATIONS AND VISITS,LABORATORY MEDICINE (28),Diagnostic consultation,,,,,,,,,,,,,,,,,,,,,,
A586,CONSULTATIONS AND VISITS,LABORATORY MEDICINE (28),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A590,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),Comprehensive rheumatology consultation,,,,,,,,,,,,,,,,,,,,,,
A595,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),Comprehensive rheumatology consultation,,,,,,,,,,,,,,,,,,,,,,
A600,CONSULTATIONS AND VISITS,CARDIOLOGY (60),Comprehensive cardiology consultation,,,,,,,,,,,,,,,,,,,,,,
A601,CONSULTATIONS AND VISITS,CARDIOLOGY (60),Comprehensive cardiology consultation,,,,,,,,,,,,,,,,,,,,,,
A603,CONSULTATIONS AND VISITS,CARDIOLOGY (60),Comprehensive cardiology consultation,,,,,,,,,,,,,,,,,,,,,,
A604,CONSULTATIONS AND VISITS,CARDIOLOGY (60),Comprehensive cardiology consultation,,,,,,,,,,,,,,,,,,,,,,
A605,CONSULTATIONS AND VISITS,CARDIOLOGY (60),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A606,CONSULTATIONS AND VISITS,CARDIOLOGY (60),Comprehensive cardiology consultation,,,,,,,,,,,,,,,,,,,,,,
A608,CONSULTATIONS AND VISITS,CARDIOLOGY (60),Comprehensive cardiology consultation,,,,,,,,,,,,,,,,,,,,,,
A611,CONSULTATIONS AND VISITS,HAEMATOLOGY (61),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A613,CONSULTATIONS AND VISITS,HAEMATOLOGY (61),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A614,CONSULTATIONS AND VISITS,HAEMATOLOGY (61),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A615,CONSULTATIONS AND VISITS,HAEMATOLOGY (61),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A616,CONSULTATIONS AND VISITS,HAEMATOLOGY (61),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A618,CONSULTATIONS AND VISITS,HAEMATOLOGY (61),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A621,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY (62),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A623,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY (62),GENERAL LISTINGS,,,,,,,,,,,,,,,,,,,,,,
A624,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY (62),,,,,,,,,,,,,,,,,,,,,,,
A625,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY (62),,,,,,,,,,,,,,,,,,,,,,,
A626,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY (62),,,,,,,,,,,,,,,,,,,,,,,
A628,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY (62),,,,,,,,,,,,,,,,,,,,,,,
A631,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A632,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A633,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A635,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A636,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A638,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A643,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY (64),,,,,,,,,,,,,,,,,,,,,,,
A644,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY (64),,,,,,,,,,,,,,,,,,,,,,,
A645,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY (64),,,,,,,,,,,,,,,,,,,,,,,
A646,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY (64),,,,,,,,,,,,,,,,,,,,,,,
A655,CONSULTATIONS AND VISITS,HAEMATOLOGY (61),,,,,,,,,,,,,,,,,,,,,,,
A661,CONSULTATIONS AND VISITS,PAEDIATRICS (26),,,,,,,,,,,,,,,,,,,,,,,
A662,CONSULTATIONS AND VISITS,PAEDIATRICS (26),,,,,,,,,,,,,,,,,,,,,,,
A665,CONSULTATIONS AND VISITS,PAEDIATRICS (26),,,,,,,,,,,,,,,,,,,,,,,
A667,CONSULTATIONS AND VISITS,PAEDIATRICS (26),,,,,,,,,,,,,,,,,,,,,,,
A675,CONSULTATIONS AND VISITS,CARDIOLOGY (60),,,,,,,,,,,,,,,,,,,,,,,
A680,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A682,CONSULTATIONS AND VISITS,NEUROLOGY (18),,,,,,,,,,,,,,,,,,,,,,,
A695,CONSULTATIONS AND VISITS,PSYCHIATRY (19),,,,,,,,,,,,,,,,,,,,,,,
A710,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE (11),,,,,,,,,,,,,,,,,,,,,,,
A713,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE (11),,,,,,,,,,,,,,,,,,,,,,,
A715,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE (11),,,,,,,,,,,,,,,,,,,,,,,
A735,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A735,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A745,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY (34),,,,,,,,,,,,,,,,,,,,,,,
A760,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM (15),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY (62),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM (15),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,GASTROENTEROLOGY (41),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,HAEMATOLOGY (61),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE (46),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE (13),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY (44),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,NEPHROLOGY (16),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY (34),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE (47),,,,,,,,,,,,,,,,,,,,,,,
A765,CONSULTATIONS AND VISITS,RHEUMATOLOGY (48),,,,,,,,,,,,,,,,,,,,,,,
A770,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
A771,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A772,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A775,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
A777,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A795,CONSULTATIONS AND VISITS,PSYCHIATRY (19),,,,,,,,,,,,,,,,,,,,,,,
A800,CONSULTATIONS AND VISITS,GENETICS (22),,,,,,,,,,,,,,,,,,,,,,,
A801,CONSULTATIONS AND VISITS,GENETICS (22),,,,,,,,,,,,,,,,,,,,,,,
A802,CONSULTATIONS AND VISITS,GENETICS (22),,,,,,,,,,,,,,,,,,,,,,,
A813,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A814,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,,,,,,,,,,,,,,,,,,,,
A815,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A816,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
A817,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,,,,,,,,,,,,,,,,,,,,
A818,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,,,,,,,,,,,,,,,,,,,,
A835,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE (63),,,,,,,,,,,,,,,,,,,,,,,
A845,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY (44),,,,,,,,,,,,,,,,,,,,,,,
A865,CONSULTATIONS AND VISITS,NEPHROLOGY (16),,,,,,,,,,,,,,,,,,,,,,,
A888,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A895,CONSULTATIONS AND VISITS,PSYCHIATRY (19),,,,,,,,,,,,,,,,,,,,,,,
A900,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A902,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A905,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A906,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,,,,,,,,,,,,,,,,,,,,
A911,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A912,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A913,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,,,,,,,,,,,,,,,,,,,,
A914,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,,,,,,,,,,,,,,,,,,,,
A915,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE (11),,,,,,,,,,,,,,,,,,,,,,,
A917,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A920,OBSTETRICS,PRENATAL CARE,,,,,,,,,,,,,,,,,,,,,,,
A921,OBSTETRICS,PRENATAL CARE,,,,,,,,,,,,,,,,,,,,,,,
A922,OBSTETRICS,PRENATAL CARE,,,,,,,,,,,,,,,,,,,,,,,
A927,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A930,CONSULTATIONS AND VISITS,OPHTHALMOLOGY (23),,,,,,,,,,,,,,,,,,,,,,,
A933,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY (64),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,OBSTETRICS AND GYNAECOLOGY (20),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,OPHTHALMOLOGY (23),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,OTOLARYNGOLOGY (24),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,UROLOGY (35),,,,,,,,,,,,,,,,,,,,,,,
A935,CONSULTATIONS AND VISITS,VASCULAR SURGERY (17),,,,,,,,,,,,,,,,,,,,,,,
A937,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A945,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A947,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A957,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
A967,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C002,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C003,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C004,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C005,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C006,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C007,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C008,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C009,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C010,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL (00),,,,,,,,,,,,,,,,,,,,,,,
C012,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
C013,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
C014,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
C015,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
C016,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
C017,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
C018,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
C019,CONSULTATIONS AND VISITS,ANAESTHESIA (01),,,,,,,,,,,,,,,,,,,,,,,
C020,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C022,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C023,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C024,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C025,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C026,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C027,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C028,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C029,CONSULTATIONS AND VISITS,DERMATOLOGY (02),,,,,,,,,,,,,,,,,,,,,,,
C032,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
C033,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
C034,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
C035,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
C036,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
C037,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
C038,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
C039,CONSULTATIONS AND VISITS,GENERAL SURGERY (03),,,,,,,,,,,,,,,,,,,,,,,
C042,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
C043,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
C044,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
C045,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
C046,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
C047,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
C048,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
C049,CONSULTATIONS AND VISITS,NEUROSURGERY (04),,,,,,,,,,,,,,,,,,,,,,,
C050,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C051,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C052,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C053,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C054,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C055,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C056,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C057,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C058,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C059,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE (05),,,,,,,,,,,,,,,,,,,,,,,
C062,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
C063,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
C064,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
C065,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
C066,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
C067,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
C068,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
C069,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY (06),,,,,,,,,,,,,,,,,,,,,,,
C071,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C072,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C073,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C074,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C075,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C076,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C077,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C078,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C079,CONSULTATIONS AND VISITS,GERIATRICS (07),,,,,,,,,,,,,,,,,,,,,,,
C082,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
C083,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
C084,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
C085,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
C086,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
C087,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
C088,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
C089,CONSULTATIONS AND VISITS,PLASTIC SURGERY (08),,,,,,,,,,,,,,,,,,,,,,,
C092,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
C093,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
C094,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
C095,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
C096,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
C097,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
C098,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
C099,CONSULTATIONS AND VISITS,CARDIAC SURGERY (09),,,,,,,,,,,,,,,,,,,,,,,
C111,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE (11),,,,,,,,,,,,,,,,,,,,,,,
C112,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE (11),,,,,,,,,,,,,,,,,,,,,,,
