CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
A626,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),,,,105.25,,,
A628,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),,,,38.55,,,
A631,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),,,,17.75,,,
A632,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),,,,17.75,,,
A633,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),,,,60,,,
A635,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),,,,157,,,
A636,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),,,,70,,,
A638,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),,,,40,,,
A643,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),,,,44.4,,,
A644,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),,,,24.1,,,
A645,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),,,,98.55,,,
A646,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),,,,60,,,
A655,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),,,,105.25,,,
A661,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,74.75,,,
A662,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,401.3,,,
A665,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,100.55,,,
A667,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,401.3,,,
A675,CONSULTATIONS AND VISITS,CARDIOLOGY(60),,,,105.25,,,
A680,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,144.75,,,
A682,CONSULTATIONS AND VISITS,NEUROLOGY(18),,,,401.3,,,
A695,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,414.35,,,
A710,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,310.45,,,
A713,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,87.6,,,
A715,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,175.55,,,
A735,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),,,,67.4,,,
A745,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY(34),,,,102.9,,,
A760,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),,,,90.75,,,
A765,CONSULTATIONS AND VISITS,CARDIOLOGY(60),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),GENERAL LISTINGS,,,165.5,,,
A765,CONSULTATIONS AND VISITS,NEPHROLOGY(16),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY(34),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),,,,165.5,,,
A765,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),,,,165.5,,,
A770,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,401.3,,,
A771,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,20.6,,,
A772,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,20.6,,,
A775,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,310.45,,,
A777,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,37.95,,,
A795,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,310.45,,,
A800,CONSULTATIONS AND VISITS,GENETICS(22),,,,167.35,,,
A801,CONSULTATIONS AND VISITS,GENETICS(22),,,,300.7,,,
A802,CONSULTATIONS AND VISITS,GENETICS(22),,,,401.3,,,
A813,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,111.7,,,
A814,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,111.7,,,
A815,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,186.95,,,
A816,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,106.8,,,
A817,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,186.95,,,
A818,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,,,,106.8,,,
A835,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),,,,310.45,,,
A845,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),,,,105.25,,,
A865,CONSULTATIONS AND VISITS,NEPHROLOGY(16),,,,105.25,,,
A888,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,37.95,,,
A895,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,259.9,,,
A900,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,54.5,,,
A902,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,54.5,,,
A905,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,73.25,,,
A906,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,Focused practice limited consultation by Video,,,73.25,,,
A911,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,150.7,,,
A912,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,226.05,,,
A913,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,Focused practice special consultation by Video,,,150.7,,,
A914,CONSULTATIONS AND VISITS,VIRTUAL CARE SERVICES,Focused practice comprehensive consultation by Video,,,226.05,,,
A915,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,108.95,,,
A917,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,37.95,,,
A920,OBSTERICS,PRENATAL CARE,,,,161.15,,,
A921,OBSTERICS,PRENATAL CARE,,,,36.85,,,
A922,OBSTERICS,PRENATAL CARE,,,,207.8,,,
A927,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,37.95,,,
A930,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),,,,150,,,
A933,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,79.9,,,
A935,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,OBSTERICS AND GYNAECOLOGY(20),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,OTOLARYNGOLOGY(24),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,UROLOGY(35),,,,163.2,,,
A935,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),,,,163.2,,,
A937,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,37.95,,,
A945,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,159.2,,,
A947,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,37.95,,,
A957,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,37.95,,,
A967,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,37.95,,,
C002,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,34.1,,,
C003,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,87.35,,,
C004,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,38.35,,,
C005,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,87.9,,,
C006,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,45.9,,,
C007,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,34.1,,,
C008,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,34.1,,,
C009,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,34.1,,,
C010,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,34.1,,,
C012,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,31,,,
C013,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,64.65,,,
C014,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,28,,,
C015,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,109.7,,,
C016,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,52.15,,,
C017,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,31,,,
C018,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,31,,,
C019,CONSULTATIONS AND VISITS,ANAESTHESIA(01),,,,31,,,
C020,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,60,,,
C022,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,34.1,,,
C023,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,43,,,
C024,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,25.4,,,
C025,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,147.3,,,
C026,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,44.45,,,
C027,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,34.1,,,
C028,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,34.1,,,
C029,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,34.1,,,
C032,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,34.1,,,
C033,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,47.3,,,
C034,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,30.8,,,
C035,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,96.2,,,
C036,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,64.1,,,
C037,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,34.1,,,
C038,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,34.1,,,
C039,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,34.1,,,
C042,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,31,,,
C043,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,58.25,,,
C044,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,30,,,
C045,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,130.75,,,
C046,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,58.25,,,
C047,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,31,,,
C048,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,31,,,
C049,CONSULTATIONS AND VISITS,NEUROSURGERY(04),,,,31,,,
C050,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,144.75,,,
C051,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,70.9,,,
C052,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,34.1,,,
C053,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,79.85,,,
C054,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,61.25,,,
C055,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,125.6,,,
C056,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,84.2,,,
C057,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,34.1,,,
C058,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,34.1,,,
C059,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,34.1,,,
C062,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,31,,,
C063,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,42.55,,,
C064,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,25.5,,,
C065,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,83.85,,,
C066,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,51.7,,,
C067,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,31,,,
C068,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,31,,,
C069,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,31,,,
C071,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,91.9,,,
C072,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,34.1,,,
C073,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,90.45,,,
C074,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,72.9,,,
C075,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,232.1,,,
C076,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,105.25,,,
C077,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,34.1,,,
C078,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,34.1,,,
C079,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,34.1,,,
C082,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,31,,,
C083,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,46.8,,,
C084,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,30,,,
C085,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,91.35,,,
C086,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,54,,,
C087,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,31,,,
C088,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,31,,,
C089,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),,,,31,,,
C092,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,31,,,
C093,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,46.4,,,
C094,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,27.25,,,
C095,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,94.3,,,
C096,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,62.65,,,
C097,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,31,,,
C098,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,31,,,
C099,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),,,,31,,,
C101,GENERAL PREAMBLE,OTHER PREMIUMS,,,,9.1,,,
C102,GENERAL PREAMBLE,OTHER PREMIUMS,,,,36.4,,,
C103,GENERAL PREAMBLE,OTHER PREMIUMS,,,,36.4,,,
C104,GENERAL PREAMBLE,OTHER PREMIUMS,,,,36.4,,,
C105,GENERAL PREAMBLE,OTHER PREMIUMS,,,,60,,,
C106,GENERAL PREAMBLE,OTHER PREMIUMS,,,,75,,,
C107,GENERAL PREAMBLE,OTHER PREMIUMS,,,,100,,,
C108,GENERAL PREAMBLE,OTHER PREMIUMS,,,,75,,,
C109,GENERAL PREAMBLE,OTHER PREMIUMS,,,,60,,,
C110,GENERAL PREAMBLE,OTHER PREMIUMS,,,,100,,,
C111,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,76.3,,,
C112,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,34.1,,,
C113,CONSULTATIONS AND VISITS,NEUROLOGY(18),,,,93.95,,,
C114,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,65.9,,,
C116,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,108.95,,,
C117,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,34.1,,,
C118,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,34.1,,,
C119,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),,,,34.1,,,
C121,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,ANAESTHESIA(01),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,CARDIOLOGY(60),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,DERMATOLOGY(02),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,GERIATRICS(07),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,NEPHROLOGY(16),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,NEUROLOGY(18),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,NEUROSURGERY(04),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,OBSTERICS AND GYNAECOLOGY(20),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,OTOLARYNGOLOGY(24),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,PAEDIATRICS(26),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,PSYCHIATRY(19),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY(34),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,UROLOGY(35),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C121,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),Subsequent visits by the MRP following transfer from an Intensive Care Area,,,34.1,,,
C122,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,ANAESTHESIA(01),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,CARDIOLOGY(60),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,DERMATOLOGY(02),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,GERIATRICS(07),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,NEPHROLOGY(16),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,NEUROLOGY(18),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,NEUROSURGERY(04),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,OBSTERICS AND GYNAECOLOGY(20),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,OTOLARYNGOLOGY(24),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,PAEDIATRICS(26),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,PSYCHIATRY(19),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY(34),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,,Subsequent visits by the Most Responsible Physician (MRP) - day following the hospital admission assessment,61.15,,,
C122,CONSULTATIONS AND VISITS,UROLOGY(35),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C122,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C123,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C123,CONSULTATIONS AND VISITS,ANAESTHESIA(01),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C123,CONSULTATIONS AND VISITS,CARDIOLOGY(60),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C123,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C123,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
C123,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),Subsequent visits by the Most Responsible Physician (MRP),,,61.15,,,
